animename,genre 
Ohiru no Shocker-san,4
Madtoy Chatty,4
Guardy Girls,1
Totonoe! Sakuma-kun by &sauna,"36,51"
Upapuro,"4,36,51"
Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai,"2,22,24,18"
Higepiyo,4
Tokyo Magnitude 8.0,"46,8"
Tokyo Magnitude 8.0 Recap,8
.hack//Quantum,"1,2,10,79"
Eiyuu Densetsu: Sora no Kiseki The Animation,"1,2,10"
.hack//Quantum: Sore ike! Bokura no Chimuchimu-chan!!,"4,79"
Busou Shinki Moon Angel,"1,24"
Code:Breaker,"1,37,23,31,27"
Nagareboshi Lens,"22,25"
Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,"1,25"
Oshiri Kajiri Mushi (TV),"4,15"
Code:Breaker OVA,"1,4,37,9,23,31,27"
Yuyushiki,"4,52,57,23"
Yuyushiki: Nyanyashiki,"4,52,57"
Neppuu Kairiku Bushi Road,"1,10,24,18"
Oshiri Kajiri Mushi (TV) 2nd Season,"4,15"
Black Bullet,"1,7,24"
Barakamon,"36,53,63,80"
Mijikamon,"4,80"
Under the Dog,"1,24,41"
Oshiri Kajiri Mushi (TV) 3rd Season,"4,15"
Gochuumon wa Usagi desu ka??,"36,52,63,48"
Black Bullet: Tenchuu＊Girls,10
Norn9: Norn+Nonet,"2,10,22,24,43"
Oshiri Kajiri Mushi (TV) 4th Season,"4,15"
Kuma Miko,"4,36,42"
Under the Dog: Anthea-chan,"1,4,20"
Norn9: Norn+Nonet  - Unmei no Megami,"2,10,22,24,43"
Shakunetsu no Takkyuu Musume,30
"Yuyushiki: Komarasetari, Komarasaretari","4,52,57,23"
Kuma Miko Specials,"4,42"
Made in Abyss,"2,8,10,7,24,58"
Shoujo☆Kageki Revue Starlight,"8,19,70,23"
Tate no Yuusha no Nariagari,"1,2,8,10,62"
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,"2,8,10,7,24,58"
Made in Abyss Movie 1: Tabidachi no Yoake,"2,8,10,7,24,58"
Made in Abyss Movie 2: Hourou Suru Tasogare,"2,8,10,7,24,58"
Shoujo☆Kageki Revue Starlight Specials,"4,70"
Rinshi!! Ekoda-chan,"4,42"
Mijikamon Episode 0,4
Shoujo☆Conto All Starlight,"4,19,70,23"
Tate no Yuusha no Nariagari Season 2,"1,2,8,10,62"
Tate no Yuusha no Nariagari Season 3,"1,2,8,10,62"
Shoujo☆Kageki Revue Starlight Movie,"8,19,70,23"
Shoujo☆Kageki Revue Starlight: Rondo Rondo Rondo,"19,70,23"
Show By Rock!! Mashumairesh!!,"4,10,19"
Marulk-chan no Nichijou,"2,10"
Made in Abyss: Retsujitsu no Ougonkyou,"2,8,10,7,24,58"
Shoujo☆Kageki Revue Starlight Re LIVE 1st Anniversary PV,"19,70"
Show by Rock!! Stars!!,"4,10,19"
Cardfight!! Vanguard: overDress,"4,11"
Cardfight!! Vanguard: overDress Season 2,"1,8,11"
Star Wars: Visions,"1,2,24,38,29"
Cardfight!! Vanguard: will+Dress,"1,11"
Cardfight!! Vanguard: will+Dress Season 2,"1,11"
Watashi no Shiawase na Kekkon,"8,10,22,50,13"
Cardfight!! Vanguard: will+Dress Season 3,"1,11"
Made in Abyss: Retsujitsu no Ougonkyou - Papa to Issho,10
Cardfight!! Vanguard: Divinez,"1,11"
Watashi no Shiawase na Kekkon: Watashi no Shiawase na Katachi,"10,22,50,13"
Sayonara Lara,"10,22,72"
Ninja Skooler,
Aa! Megami-sama!,"4,22,37,42"
Happy☆Lesson,"4,22,35,23"
Happy☆Lesson (TV),"4,8,22,35"
Happy☆Lesson Advance,"4,22,35"
Happy☆Lesson The Final,"4,22,35,23"
Golden Boy,"2,4,9,50,57,48,42"
Comic Party,"4,8,69"
Happy World!,"4,10,22,9"
Phantom The Animation,"1,8,68"
RG Veda,"2,8,10"
To Heart,"8,22,35,23"
Wind: A Breath of Heart OVA,"8,22,37,23"
Natsu-iro no Sunadokei,"8,22,24,78"
Moekan The Animation,"4,22,24,9"
Legend of Basara,"2,46,8,10,22,25"
Elf-ban Kakyuusei: Anata dake wo Mitsumete...,"8,22,35,23"
One: Kagayaku Kisetsu e,"8,37"
Dousou Kai,"12,35"
Comic Party Specials,"4,8,69"
True Love Story,22
Boku no Sexual Harassment,"28,12,48"
Guardian Hearts,"4,22,9,23"
Tokyo Juushouden,"1,2,37"
Lime-iro Senkitan,"8,37,9,35,13,18"
Unkai no Meikyuu Zeguy,"1,2,10"
Variable Geo,"1,9,17,31"
Ai Tenshi Densetsu Wedding Peach,"4,10,22,66,25"
Maps,"1,2,4,24,29,27"
Choushin Hime Dangaizer 3,"2,24,9,18"
Yousei Hime Ren,"2,4,10"
Naruto: Shippuuden,"1,2,10,17,27"
Iczer-Girl Iczelion,"1,2,24"
Oira Uchuu no Tankoufu,"2,24,29"
Ai Tenshi Densetsu Wedding Peach DX,"2,4,22,25"
Idol Project,"2,4,24,9,60,19"
Tattoon Master,"2,4,36,37"
Karasu Tengu Kabuto,"1,2,8,13"
Lime-iro Senkitan: Nankoku Yume Roman,"1,4,9,18"
Lime-iro Ryuukitan X,"8,37,9,35,13,18"
Plastic Little,"1,2,4,22,24,9,18,38"
Dennou Sentai Voogie's★Angel,"1,8,24,18,38"
Prayers,24
Fire Emblem,"1,2,10"
Barbapapa,"4,10"
Karasu Tengu Kabuto: Ougon no Me no Kemono,"1,2,8,13"
Onikirimaru,"1,14,37,58,17,6,27"
To Heart Omake,"4,35,23"
Doukyuusei 2 (OVA),12
Koukou Butouden Crows,"1,55,23,27"
Happy☆Lesson: Hokahoka★Kanna to Futari Kiri,"4,22,35"
Otaku no Seiza,"4,20"
Mars,"1,24,18,27"
"Umi Da! Funade Da! Nikoniko, Pun","4,10"
Naniwa Kinyuu Den: Minami no Teiou,"4,8,42"
Nanbo no Monjai! Yankee Gurentai,"1,4,55"
Barbapapa (1977),"4,10,15"
Legend of Basara: Shinbashi Theater,4
Tokyo Juushouden: Fuuma Gogyou Denshou,"1,2,37"
Ai Tenshi Densetsu Wedding Peach Specials,"2,4,22,25"
Amanatsu,24
Juujika You and I,"24,18,19"
Mirai Koushi Harima SACLA,"24,19"
Yodaka no Hoshi (Music),"8,10,36,19"
Nihon Animator Mihonichi,"1,5,10,24,37,9,18,38,19,23,29"
Homé-Pato the Movie,3
City Hunter: Ryou no Propose,"1,4,7,39"
RESTART POiNTER,"61,19"
Cocolors,24
Poputepipikku,"4,57,20"
Ninja Batman,"1,17,21,78"
Poputepipikku TV Special,"5,4,20"
Ninja Batman x Poputepipikku Kindan no Collab CM,"20,21"
Poputepipikku Specials,"4,20"
Diamond Fusion,"61,19"
WiSH VOYAGE,"61,19"
Zoo: Hidamari no Shi,24
Tales of Crestoria,"10,11"
Mirai Koushi Harima SACLA NEX RAY,"24,19"
Gal to Kyouryuu,"4,36,42"
Sound & Fury,"24,19,21"
Tales of Crestoria: Toga Waga wo Shoite Kare wa Tatsu,"2,10"
DiSCOVER THE FUTURE,"61,19"
Tales of Crestoria Off Shot Movie,"4,10"
Star Wars: Visions,"1,2,24,38,29"
Togemeku Spica,"19,15"
Tales of Luminaria: The Fateful Crossroad,10
Poputepipikku 2nd Season,"4,57,20"
Keshin,"1,19"
Toshokan Rocket,"24,19,29,15"
WONDER LiGHT,"61,19"
Sand Land,"1,2,10,17,27"
Sand Land: The Series,"1,2,10,27"
No.5,"24,42"
Ninja Batman tai Yakuza League,"1,17,21"
Evangelion Movie 1: Jo,"1,46,8,24,41,18,40"
Evangelion Movie 2: Ha,"1,8,24,41,18,40"
Evangelion Movie 3: Q,"1,46,8,24,41,18,40"
Shin Evangelion Movie:||,"1,46,8,24,41,18,40"
Pair,19
Chou Akuukan Bouheki Cheese Napolitan,19
Peaceful Times (F02) Petit Film,"24,19"
Nihon Animator Mihonichi,"1,5,10,24,37,9,18,38,19,23,29"
Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,1
Schick x Evangelion,4
Beautiful World,"1,8,24,18,19"
Gravity Daze The Animation: Ouverture,"1,10,24"
Kidou Keisatsu Patlabor: Reboot,"4,24,50,18,48"
Sakura Nagashi,"1,8,24,18,19"
Mary to Majo no Hana,"2,10"
Ryuu no Haisha,"2,10"
Darling in the FranXX,"1,8,22,24,18"
Yoiko no Rekishi Anime: Ookina Kabu (Kabu),"4,20"
"Evangelion Shito, Hakata Shuurai","1,24,18"
"Ayanami Rei, Hajimete no Kuchibeni",36
Voy@ger,"24,60,61,19"
Bouto,"1,19"
Kaijuu 8-gou,"1,24,50,38,27"
Evangelion: 3.0 (-46h),"24,18"
Ochibi-san,"36,63"
Ai,"5,22,40"
Aos,"5,10"
Ningen Doubutsuen,5
Ni-hiki no Sanma,"46,4"
G-senjou no Higeki,"5,4"
Heya,"5,46,4"
Kiseichuu no Ichiya,"5,14"
Mado,4
Manga,4
Pop,4
Tonari no Yarou,4
Kemeko no Love,4
Satsujinkyou Jidai,10
Kitte no Gensou,4
The Bathroom,"5,4"
Ring Ring Boy,5
Hana,4
Kiseki,"5,19"
Otoko to Onna to Inu,"5,4,22"
Samurai,"8,22"
Ni-hiki no Sanma (1968),4
Imagination of Marathon Runners,"4,30"
The Button,5
Naked Wolves,"4,30,54,15"
Mazinger ZIP!,"4,18"
Happy Jozy,4
Ohayou Ninja-tai Gatchaman,"4,20"
Good Morning!!! Doronjo,"4,20"
Enoshimans,4
Ousama no Takaramono,"19,15"
Ohayou Hakushon Daimaou,"4,20"
Yasashii Akuma,"6,15"
Kodomo datta Tsurai yo,"36,15"
Sittakaman!,4
Oh! My Friends,4
Oh! Loose Boys Boogie,"4,61"
Spicy Boy,4
Spicy Boy Mini,4
Spicy Boy Z,4
Pony Tail,4
Koala no Bocchi,4
Kate Arrow x !EXC: Pony Tail,4
UPO,"4,24"
Nuiguru Papa,4
Watashi wa Harumatsu Snowman,19
Ginga Eiyuu Densetsu,"8,24,50,38,29"
Ranma ½ OVA,"1,4,22,9,65,17,27"
Souryuuden,"8,7,37,31"
Miyuki,"22,23,27"
Teki wa Kaizoku: Neko-tachi no Kyouen,"4,24"
Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,"1,24,50,38,29"
Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,"1,8,24,50,38,29"
Yagami-kun no Katei no Jijou,4
Karuizawa Syndrome,"4,8,22,36,42"
Ranma ½: Nettou Uta Gassen,"4,19"
Ranma ½: Tendou-ke no Oyobidenai Yatsura!,"4,36,17"
Ranma ½: Totteoki Talk - Best of Memories,"4,36,17"
Ranma ½: 1994 Music Calendar,"4,36,17"
Ranma ½: DoCo Music Video,"4,36,17,19"
Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,"4,36,17"
Machikado no Märchen,"22,19"
What's Michael?,"4,71"
What's Michael? 2,"4,71"
Usavich,"2,4"
Usavich II,"2,4"
Petit Eva: Evangelion@School,"4,23"
Usavich III,4
Usavich Special,"2,4"
YanYan Machiko,"4,36"
Usavich IV,4
Usavich V,4
Usavich Zero,4
YanYan Machiko Specials,"4,36,19"
Inazma Delivery,"1,4,24"
Inazma Delivery: Dougyousha Attack-hen,"1,4,24"
Fushigi Dagashiya: Zenitendou,"7,15"
Yu☆Gi☆Oh! Hikari no Pyramid,"2,4,10,11,27"
Yu☆Gi☆Oh! Zexal,"1,10,11,27"
Yu☆Gi☆Oh! Zexal Second,"1,10,11,27"
Yu☆Gi☆Oh! Arc-V,"1,10,11,27"
Yu☆Gi☆Oh! VRAINS,"1,10,24,11,27"
Yu☆Gi☆Oh! Sevens,"1,10,11,27"
Chao You Bing,"4,10,20"
Shiyan Pin Jiating,"24,36"
Wo de Tian Jie Nu You,"2,10,22,37,31"
Xie Wang Zhui Qi,"1,4,8,10,22,17"
Xie Wang Zhui Qi: Yishi Qingcheng,"1,4,8,10,22,17"
Xie Wang Zhui Qi 3: Shen Nu Guilai,"8,10,22,13,17"
"Inari, Konkon, Koi Iroha.","4,22,37,6,23,42"
Soushin Shoujo Matoi,37
Chiruran: Nibun no Ichi,"1,4,13"
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita","2,10,22"
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita 2nd","2,10,22"
Shiguang Zhaoxiangguan de Richang,"4,78"
Zanting! Rang Wo Cha Gonglue,"4,10,62"
"Ququ Bucai, Zaixia Yeguai","1,2,4,10,62"
"Ququ Bucai, Zaixia Yeguai 2nd Season","1,2,4,10"
Mingyun Quan Tai,"1,10,24,18"
Freezing,"1,8,22,24,9,35,38,31,42"
Freezing Vibration,"1,8,22,24,9,35,38,31,42"
Shinmai Renkinjutsushi no Tenpo Keiei,"2,10,36"
Hadashi Neko,"2,4"
Haru wo Irodoru,"8,37"
Pochi Hana,36
Reyon Densetsu Flair,"1,10,12,6"
Balthus: Tia no Kagayaki,"1,12"
Toe! Space Attendant Aoi,"1,24,29"
Ryouma! The Prince of Tennis Shinsei Movie: Tennis no Oujisama,"30,27"
Human Bug Daigaku,"4,7,56"
Shin Ringetsu,"8,37,12"
Tian Mei De Yao Hen,"8,22,37,32"
Heartwork: Symphony of Destruction,"1,12"
Nekojiru Gekijou Jirujiru Original,"1,4,51"
Sabiiro no Armor: Reimei,"1,13,21"
Vicious,12
Benghuai Xinghe,"1,2,24"
"Wake Up, Girl Zoo! Taiwan de Go!",4
Senyuu.,"1,4,10,20,27"
Aiura,"36,52,63,23,27"
Senyuu. Specials,"1,4,10,27"
Senyuu. 2,"1,4,10,20,27"
New Initial D Movie: Legend 1 - Kakusei,"1,3,42"
Miss Monochrome The Animation,"4,60,19"
Wooser no Sono Higurashi: Kakusei-hen,"4,10,36"
Yamada-kun to 7-nin no Majo PV,"4,37,23,27"
Terra Formars,"1,14,24,41,58,29,76,42"
Terra Formars: Bugs 2-hen,"1,14,24,41,58,29,76,42"
Cardfight!! Vanguard Movie: Neon Messiah,"1,2,6,11,27"
Yamada-kun to 7-nin no Majo: Mou Hitotsu no Suzaku-sai,"4,22,23,27"
Miss Monochrome The Animation: Soccer-hen,"4,36,30,60"
Arslan Senki (TV),"1,2,8,10,13,38,27"
Yamada-kun to 7-nin no Majo,"4,7,22,37,35,23,27"
New Initial D Movie: Legend 2 - Tousou,"3,42"
Miss Monochrome The Animation 2,"4,36,60,19"
Yankee-kun na Yamada-kun to Megane-chan to Majo,"4,23,27"
Schwarzesmarken,"1,8,24,13,18,38"
New Initial D Movie: Legend 3 - Mugen,"3,42"
Arslan Senki (TV): Arsen 4-koma Gekijou,4
Arslan Senki (TV): Tsuioku no Shou - Dakkan no Yaiba,"1,2,8,10,13,38"
Terra Formars: Revenge,"1,14,24,41,58,29,76,42"
Sekkou Boys,"4,51,61,19"
Miss Monochrome The Animation 3,"4,36,60,19"
Arslan Senki (TV): Fuujin Ranbu,"1,2,8,10,13,38,27"
Berserk,"1,2,8,10,14,58,38,42"
Kanojo to Kanojo no Neko: Everything Flows,"36,71"
Udon no Kuni no Kiniro Kemari,"36,37,51,53,63,42"
Rokudenashi Majutsu Koushi to Akashic Records,"1,10,23"
Arslan Senki (TV) Gaiden,"2,10,13,27"
Monster Strike The Movie: Hajimari no Basho e,"1,10,79"
Berserk 2nd Season,"1,2,8,10,14,58,38,42"
Lost Song,"8,10"
Terra Formars: Earth-hen,"1,14,24,41,58,29,76,42"
Koi to Uso,"8,22,64,23"
Killing Bites,"1,24,9,51,58,42"
Berserk Recap,"1,2,8,10,14,58,38,42"
Monster Sonic! D'Artagnan no Idol Sengen,"1,10,19,11"
Berserk: Majo no Tsuisou,"1,2,8,10,14,58,38,42"
Arslan Senki (TV): Fuujin Ranbu - Arsen 4-koma Gekijou,4
Layton Mystery Tanteisha: Katri no Nazotoki File,"4,7,15"
Hanebado!,"30,23,42"
Kishuku Gakkou no Juliet,"1,4,22,23,27"
Phantom in the Twilight,"1,37,32"
Koi to Uso: Isshou no Koi/Koi no Kimochi,"8,22,23"
Beelzebub-jou no Okinimesu mama.,"4,10,22,6,48,27"
Mayonaka no Occult Koumuin,"10,7,50,6,48,25"
Mahou Shoujo Tokushusen Asuka,"1,8,10,58,66,38,42"
Houkago Saikoro Club,"4,52,23,11,27"
Arad: Gyakuten no Wa,"1,2,4,10"
Tejina-senpai,"4,9,74,23,42"
Ganbare Chibi Godzilla,15
Mayonaka no Occult Koumuin: Fukurokouji to Ano Ko to Ore to,"10,7,37,50,6,48,25"
Kitsutsuki Tanteidokoro,"7,50,39,13"
Mugen no Juunin: Immortal,"1,2,8,37,58,13,17,21,42"
Mayonaka no Occult Koumuin OVA,"10,7,50,6,48,25"
Rebirth,"4,11"
Tenka Hyakken: Meiji-kan e Youkoso!,"1,2,10,37,13,17"
Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,"2,10"
Hortensia Saga,"1,2,10"
Go for 2020,"8,30"
Urasekai Picnic,"2,10,7,41,62,76"
Destiny Child,"1,37,6"
Hataraku Saibou Black,"1,8,51,56,67,42"
Kamiarizuki no Kodomo,"7,6"
Mottainai Baasan,36
Tokyo Revengers,"1,8,37,55,78,27"
Sayonara Watashi no Cramer,"8,30,77,27"
Sayonara Watashi no Cramer Movie: First Touch,"22,30,23,77,27"
Saiyuuki Reload: Zeroin,"1,2,4,8,37,6,43"
Goblin Slayer II,"1,2,10,58"
Seven Knights Revolution: Eiyuu no Keishousha,"1,2,10"
Chibi Revenger,4
Build Divide: Code Black,"10,11"
Build Divide: Code White,"10,11"
Ndaho Kekkon Omedetou!!,"36,19"
Reiwa no Di Gi Charat,4
Deji Meets Girl,"36,37"
Uchi no Shishou wa Shippo ga Nai,"36,37,13,6,70,42"
Kotarou wa Hitorigurashi,"36,53,42"
Tribe Nine,"24,30,77"
Ryman's Club,"30,50,48"
Yofukashi no Uta,"22,37,32,27"
Tokyo Revengers: Seiya Kessen-hen,"1,8,37,55,78,27"
Rurouni Kenshin: Meiji Kenkaku Romantan (2023),"1,13,21,27"
Kimi wa Houkago Insomnia,"22,23,42"
New Initial D Movie: Battle Digest,"3,42"
Kami wa Game ni Ueteiru.,"10,41,9,59,11"
Bastard!! Ankoku no Hakaishin (ONA),"1,2,10,9,58,42"
Eternal Boys,"36,50,61,19"
Bastard!! Ankoku no Hakaishin Part 2 (ONA),"1,2,10,9,58,42"
Tonari no Youkai-san,"10,36,6"
Yuusha ga Shinda!,"1,4,10,9,35,20"
Build Divide: Code White Recap,"10,11"
Warau Arsnotoria Sun!,"1,10"
Kimi wa Houkago Insomnia PV,"22,23,42"
Phantom in the Twilight Recap,"37,32"
"Bye-Bye, Earth","1,2,10,51"
Rebirth: Yuu vs. Great-O-Khan,"4,30,11"
Bastard!! Ankoku no Hakaishin: Jigoku no Chinkonka-hen,"1,2,10,9,58,42"
Ryza no Atelier: Tokoyami no Joou to Himitsu no Kakurega,"2,10"
Eternal Boys Next Stage,"36,50,61,19"
Tokyo Revengers: Tenjiku-hen,"1,8,37,55,78,27"
Mahoutsukai no Yakusoku,
SutoPuri Movie: Hajimari no Monogatari - Strawberry School Festival!!!,"61,19,23"
Ayatsuri Haramase DreamNote,12
Elf no Futagohime: Willan to Arsura,"10,12"
Fault!!,12
Inmu Gakuen: Inmu ni Torawareta Bijin Shimai,12
Mofukuzuma,12
Shoujo Senki Soul Eater,12
Kanojo ga Mimai ni Konai Wake,"8,12"
Kunoichi Sakuya,12
Shoujo Senki Brain Jacker,"37,12"
Soredemo Tsuma wo Aishiteru,12
Shiofuki Mermaid,12
Aku no Onna Kanbu,12
Ikusa Otome Valkyrie G,"10,37,12"
Unsweet: Netorare Ochita Onna-tachi,"12,23"
Aku no Onna Kanbu: Full Moon Night,"37,12"
"Marriage Blue: ""Konyakusha ga Iru no ni, Doushite Konna Otoko ni......""",12
Fault!! Service: Aratanaru Rival,"12,23"
D-Spray,12
Fuurinkanzan,12
Bikyaku Seido Kaichou Ai,12
Dekakute Ecchi na Ore no Ane,12
Kyonyuu Kazoku Saimin,12
Mahou Shoujo wa Kiss Shite Kawaru,12
Oshaburi Announcer,12
Kyonyuu Try!: Tanki Shuuchuu Chichi Momi Lesson,12
Oppai Gakuen Marching Band-bu!,12
Jutaijima,12
Kanojo wa Dare to demo Sex Suru.,12
Tsunpri,"10,12"
Kyonyuu Hitozuma Onna Kyoushi Saimin,12
Marshmallow★Imouto★Succubus★,12
Chijoku no Seifuku,12
JK Bitch ni Shiboraretai,12
Kyonyuu Reijou MC Gakuen,12
Meikoku Gakuen: Jutai-hen,12
Baka Dakedo Chinchin Shaburu no dake wa Jouzu na Chii-chan♡,12
Oide yo! Mizuryuu Kei Land,12
Imouto Bitch ni Shiboraretai,12
Kyonyuu Daikazoku Saimin,12
Youkoso! Sukebe Elf no Mori e,"10,37,12,35"
Ura Jutaijima,12
Muttsuri Dosukebe Tsuyu Gibo Shimai no Honshitsu Minuite Sex Sanmai,12
Daisuki na Mama,12
Kyonyuu JK ga Ojisan Chinpo to Jupo Jupo Iyarashii Sex Shitemasu.,12
Soredemo Tsuma wo Aishiteru 2,12
Saimin Seishidou,12
Tsuma ga Kirei ni Natta Wake,12
Megane no Megami,12
Ecchi na Oneechan ni Shiboraretai,12
Joshi Luck!,"30,12,35,23"
Kutsujoku,12
Youma Shoukan e Youkoso,"10,37,12,6"
Chii-chan Kaihatsu Nikki,12
Shikijou Kyoudan,12
Kyonyuu Princess Saimin,"10,12"
Yarichin Kateikyoushi Netori Houkoku,12
Ane wa Yanmama Junyuu-chuu,12
Aku no Onna Kanbu: Full Moon Night R,12
Ijirare: Fukushuu Saimin,"12,23"
Ajisai no Chiru Koro ni,12
Uchi no Otouto Maji de Dekain Dakedo Mi ni Konai?,12
Netokano,12
J* Fuuzoku Gakuensai,"12,23"
Mako-chan Kaihatsu Nikki,12
Imaizumin Chi wa Douyara Gal no Tamariba ni Natteru Rashii,"12,35"
Netoshisu,12
Jashin Shoukan: Inran Kyonyuu Oyako Ikenie Gishiki,12
Chizuru-chan Kaihatsu Nikki,12
Akane wa Tsumare Somerareru,12
Kyonyuu Elf Oyako Saimin,12
Inkou Kyoushi no Sai* Seikatsu Shidouroku,12
Isekai Yarisaa,12
Kyonyuu Onna Senshi: Dogeza Saimin,12
Seika Jogakuin Kounin Sao Ojisan,12
Iinchou wa Saimin Appli wo Shinjiteru.,12
Boku ni Sexfriend ga Dekita Riyuu,12
Succubus Yondara Gibo ga Kita!?,12
Bonyuu-chan wa Dashitai.,12
Class de Otoko wa Boku Ichinin!?,12
Sukebe Elf Tanbouki,"10,12"
Tsundero Series,12
Tsuma ni Damatte Sokubaikai ni Ikun ja Nakatta,12
Hatsukoi Jikan,12
Midareuchi,12
Kyonyuu Onna Shikan Sennou Saimin,12
Carnival Phantasm,"4,37,20"
Maji de Watashi ni Koi Shinasai!,"1,4,22,9,35,17,23,31"
Carnival Phantasm EX Season,"4,37"
Fate/Prototype,"1,10,22,37"
Carnival Phantasm: HibiChika Special,"4,37"
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,"14,7,41,59,40,23,76"
Machine-Doll wa Kizutsukanai,"1,10,24,9,35,23"
Machine-Doll wa Kizutsukanai Specials,"1,10,9,23"
Re:␣Hamatora,"1,7,37,39,31"
Gakkougurashi!,"14,7,36,37,41,40,23,76"
Ansatsu Kyoushitsu,"1,4,23,27"
Sakura Capusule,"36,15"
Ansatsu Kyoushitsu: Deai no Jikan,"1,4,23,27"
Ranpo Kitan: Game of Laplace,"7,41,39,58,40"
Fw:Hamatora,"4,7,31"
Mini Hama: Minimum Hamatora,"4,7,23,31"
Monster Musume no Iru Nichijou,"4,10,22,9,51,35,42"
Ansatsu Kyoushitsu 2nd Season,"1,4,23,27"
Saijaku Muhai no Bahamut,"1,10,22,9,35,18,23"
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e PV,"4,22,23"
Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga,"4,10,51,42"
Mini Hama: Minimum Hamatora Movies,"4,7,23,31"
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,"1,14,7,41,59,40,76"
Monster Musume no Iru Nichijou OVA,"4,10,22,9,51,35,42"
Ansatsu Kyoushitsu: Kagaijugyou-hen,"1,4,23,27"
Kuzu no Honkai,"8,22,64,23,42"
Mahou Shoujo Ikusei Keikaku,"1,10,41,58,59,66,76"
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,"1,14,7,41,59,40,23,76"
Ansatsu Kyoushitsu: 365-nichi no Jikan,"1,4,23,27"
Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,"1,14,7,41,59,40,76"
Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,"1,14,7,40"
Escha Chron,"24,36,52,19"
Koro-sensei Quest!,"4,27"
Kino no Tabi: The Beautiful World - The Animated Series,"2,8,10"
Konohana Kitan,"10,26,36,51,52,63,6,48,42"
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,"8,41,40,23"
Fate/Grand Order,"1,10"
Hakumei to Mikochi,"10,36,51,63,42"
Shichisei no Subaru,"1,8,10,79"
Danganronpa 3: Monokuma Gekijou,"4,20"
Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,"10,36,63,42"
Asobi Asobase,"4,57,23,42"
Radiant,"1,2,10"
Asobi Asobase: Cosplay Taikai/Otona no Watashi e,"4,57,23,42"
Asobi Asobase Specials,"4,57,42"
Kino no Tabi: The Beautiful World - The Animated Series - Haikyo no Kuni - On Your Way,2
Kanata no Astra,"2,46,7,24,41,29,76,27"
Radiant 2nd Season,"1,2,10"
Given,"28,8,19,23"
Jibaku Shounen Hanako-kun,"37,23,27"
Given Movie 1,"28,8,19"
Idoly Pride,"60,19"
Fate/Grand Carnival,"4,10,37,20"
Gyakuten Sekai no Denchi Shoujo,"1,4,24,18"
Given: Uragawa no Sonzai,"28,8,19,23"
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,"8,41,40,23"
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season,"8,41,40,23"
First Step,"36,19"
World Dai Star,70
Given Movie 2: Hiiragi Mix,"28,8,19"
Houkago Shounen Hanako-kun,"4,37,20,23"
Go! Go! 575,36
Magi: Sinbad no Bouken,"1,2,10,27"
"Go! Go! 575: Meippai ni, Hajiketeru?",36
Classroom☆Crisis,"8,22,24,23,29"
Classroom☆Crisis: Tabi no Haji wa Uwanuri,"24,23,29"
Magi: Sinbad no Bouken (TV),"1,2,10,27"
Fate/Grand Order: First Order,"1,10,37,78"
Fate/Grand Order,"1,10"
Itsudatte Bokura no Koi wa 10 cm Datta.,"8,22,23,80"
Fate/Grand Order: Moonlight/Lostroom,"1,10,37"
Release the Spyce,"1,23"
"Yuru Yuri,","4,26,52,57,23"
Araburu Kisetsu no Otome-domo yo.,"8,22,23,27"
I★Chu: Halfway Through the Idol,"61,19,23"
Gunjou no Fanfare,"30,3"
Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto,"61,23"
Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto Mini Anime,"61,23"
Tomo-chan wa Onnanoko!,"4,22,23"
#Compass 2.0: Sentou Setsuri Kaiseki System,11
Rising Impact,"30,27"
Shi Xiong,"1,4,14"
Shi Wan Ge Leng Xiaohua,"4,20"
Shi Wan Ge Leng Xiaohua 2nd Season,"4,20"
Shi Wan Ge Leng Xiaohua Movie 1,"1,2,4,10,20"
Shi Wan Ge Leng Xiaohua Di 3rd Season,"4,20"
Zhen Hun Jie,"1,37"
Shi Wan Ge Leng Xiaohua Movie 2,"1,2,4,10,20"
Hanhua Riji,"4,36,37"
